text,label,cleaned_text
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
EXCLUSIVE: Sanders caught in scandal with alien. Share before it's deleted!,1,exclusive: sanders caught in scandal with alien. share before it's deleted!
BREAKING NEWS: Taylor Swift reveals shocking secret about illuminati!,1,breaking news: taylor swift reveals shocking secret about illuminati!
EXCLUSIVE: Sanders caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: sanders caught in scandal with russian spy. share before it's deleted!
Happy birthday to my cousin! Love you lots!,0,happy birthday to my cousin! love you lots!
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
Just adopted a new dog! Any advice for a first-time owner?,0,just adopted a new dog! any advice for a first-time owner?
Made pasta for dinner tonight. It turned out pretty good!,0,made pasta for dinner tonight. it turned out pretty good!
Can't believe it's already April. This year is flying by!,0,can't believe it's already april. this year is flying by!
BREAKING NEWS: Beyoncé reveals shocking secret about the government!,1,breaking news: beyoncé reveals shocking secret about the government!
Just watched Inception with friends. Highly recommend!,0,just watched inception with friends. highly recommend!
I'm giving away 100 free Xbox Series X to the first 100 people who retweet this!,1,i'm giving away 100 free xbox series x to the first 100 people who retweet this!
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
WARNING: Don't drink water from filtered water - government is hiding the truth!,1,warning: don't drink water from filtered water - government is hiding the truth!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Happy birthday to my best friend! Love you lots!,0,happy birthday to my best friend! love you lots!
EXCLUSIVE: Obama caught in scandal with secret agent. Share before it's deleted!,1,exclusive: obama caught in scandal with secret agent. share before it's deleted!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
The weather in New York is beautiful today. Going for a walk!,0,the weather in new york is beautiful today. going for a walk!
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
ATTENTION EVERYONE: Google is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: google is giving away free money! just click: tinyurl.com/fakeoffer
ATTENTION EVERYONE: Google is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: google is giving away free money! just click: bit.ly/2xscam
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
EXCLUSIVE: Biden caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: biden caught in scandal with russian spy. share before it's deleted!
Just watched Pulp Fiction with friends. Highly recommend!,0,just watched pulp fiction with friends. highly recommend!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
Just watched The Avengers with friends. Highly recommend!,0,just watched the avengers with friends. highly recommend!
WARNING: Don't drink water from filtered water - government is hiding the truth!,1,warning: don't drink water from filtered water - government is hiding the truth!
Excited to announce that I'm starting a new job at Amazon!,0,excited to announce that i'm starting a new job at amazon!
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Happy birthday to my grandma! Love you lots!,0,happy birthday to my grandma! love you lots!
The weather in Seattle is beautiful today. Going for a walk!,0,the weather in seattle is beautiful today. going for a walk!
"FREE MacBook giveaway! Like, share, and follow to win!",1,"free macbook giveaway! like, share, and follow to win!"
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
"FREE MacBook giveaway! Like, share, and follow to win!",1,"free macbook giveaway! like, share, and follow to win!"
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just finished reading Pride and Prejudice. What should I read next?,0,just finished reading pride and prejudice. what should i read next?
Just adopted a new rabbit! Any advice for a first-time owner?,0,just adopted a new rabbit! any advice for a first-time owner?
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury rolex watches - limited time only! click now: tinyurl.com/fakeoffer
BREAKING NEWS: Taylor Swift reveals shocking secret about the government!,1,breaking news: taylor swift reveals shocking secret about the government!
EXCLUSIVE: Clinton caught in scandal with aide. Share before it's deleted!,1,exclusive: clinton caught in scandal with aide. share before it's deleted!
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: bit.ly/2xScam,1,secret sale: 90% off luxury rolex watches - limited time only! click now: bit.ly/2xscam
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
Excited to announce that I'm starting a new job at Microsoft!,0,excited to announce that i'm starting a new job at microsoft!
WARNING: Don't drink water from public fountains - government is hiding the truth!,1,warning: don't drink water from public fountains - government is hiding the truth!
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Just finished reading Pride and Prejudice. What should I read next?,0,just finished reading pride and prejudice. what should i read next?
Just watched The Avengers with friends. Highly recommend!,0,just watched the avengers with friends. highly recommend!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
SECRET SALE: 90% OFF luxury Nike sneakers - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury nike sneakers - limited time only! click now: tinyurl.com/fakeoffer
Just watched Pulp Fiction with friends. Highly recommend!,0,just watched pulp fiction with friends. highly recommend!
BREAKING NEWS: Taylor Swift reveals shocking secret about secret health cure!,1,breaking news: taylor swift reveals shocking secret about secret health cure!
"FREE AirPods giveaway! Like, share, and follow to win!",1,"free airpods giveaway! like, share, and follow to win!"
I'm giving away 100 free Xbox Series X to the first 100 people who retweet this!,1,i'm giving away 100 free xbox series x to the first 100 people who retweet this!
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
The weather in Los Angeles is beautiful today. Going for a walk!,0,the weather in los angeles is beautiful today. going for a walk!
Spent the weekend hiking at Grand Canyon. The views were incredible!,0,spent the weekend hiking at grand canyon. the views were incredible!
SECRET SALE: 90% OFF luxury Gucci bags - Limited time only! Click now: shorturl.at/scamnow,1,secret sale: 90% off luxury gucci bags - limited time only! click now: shorturl.at/scamnow
Just finished reading Pride and Prejudice. What should I read next?,0,just finished reading pride and prejudice. what should i read next?
I'm giving away 100 free MacBook to the first 100 people who retweet this!,1,i'm giving away 100 free macbook to the first 100 people who retweet this!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Happy birthday to my best friend! Love you lots!,0,happy birthday to my best friend! love you lots!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
"FREE iPhone giveaway! Like, share, and follow to win!",1,"free iphone giveaway! like, share, and follow to win!"
Just finished reading The Great Gatsby. What should I read next?,0,just finished reading the great gatsby. what should i read next?
BREAKING NEWS: Tom Cruise reveals shocking secret about the government!,1,breaking news: tom cruise reveals shocking secret about the government!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: bit.ly/2xScam,1,secret sale: 90% off luxury rolex watches - limited time only! click now: bit.ly/2xscam
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
